p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),OT
990.92,28.29,302.23,13.69,40.75,38.5,15.69,22.81,9.91,408.9
990.91,27.93,301.87,13.62,41.43,37.7,15.62,22.08,9.86,408.9
990.89,27.83,301.77,13.56,41.51,37.48,15.56,21.92,9.83,409.2
990.9,27.37,301.31,13.5,42.48,36.49,15.5,20.99,9.79,409.2
990.89,27.09,301.03,13.81,44.04,35.9,15.81,20.09,9.98,409.2
990.87,26.93,300.87,13.63,43.96,35.56,15.63,19.93,9.87,409.6
990.87,26.81,300.75,13.49,43.86,35.31,15.49,19.82,9.78,409.9
990.87,26.78,300.72,13.74,44.66,35.25,15.74,19.51,9.94,410.5
990.85,26.77,300.71,14.85,48.0,35.23,16.91,18.32,10.68,412.8
990.85,26.37,300.31,15.01,49.67,34.41,17.09,17.32,10.8,415.5
990.88,25.96,299.89,14.31,48.63,33.59,16.33,17.25,10.32,412.9
990.94,25.88,299.81,13.93,47.68,33.43,15.94,17.49,10.07,412.6
990.92,26.09,300.02,13.44,45.6,33.85,15.43,18.41,9.75,412.1
990.92,26.09,300.02,13.27,45.09,33.85,15.26,18.58,9.64,413.1
990.98,25.56,299.49,14.15,49.29,32.8,16.17,16.63,10.21,416.2
991.0,24.83,298.75,13.95,50.8,31.41,15.96,15.45,10.08,418.5
990.98,24.88,298.8,14.18,51.41,31.5,16.19,15.31,10.23,421.3
991.01,24.79,298.71,14.19,51.71,31.33,16.2,15.13,10.23,424.2
991.07,24.63,298.54,14.04,51.7,31.04,16.05,14.99,10.13,424.5
991.13,24.3,298.21,14.94,55.91,30.43,17.01,13.42,10.75,430.4
991.25,24.1,298.0,14.78,55.99,30.07,16.83,13.23,10.63,429.8
991.37,23.99,297.88,14.52,55.42,29.87,16.55,13.32,10.45,429.5
991.5,23.69,297.57,14.96,58.08,29.33,17.04,12.3,10.76,433.3
991.58,23.46,297.33,14.86,58.51,28.93,16.93,12.0,10.69,434.6
991.62,23.34,297.2,14.7,58.32,28.72,16.75,11.97,10.57,437.4
991.69,23.27,297.13,14.26,56.92,28.6,16.28,12.32,10.27,434.3
991.74,23.39,297.24,14.08,55.87,28.81,16.1,12.71,10.16,432.7
991.81,22.88,296.73,14.35,58.64,27.94,16.38,11.55,10.34,439.7
992.02,22.51,296.34,13.92,58.3,27.32,15.93,11.39,10.05,435.4
992.15,22.3,296.12,14.34,60.68,26.97,16.37,10.6,10.32,443.7
992.3,22.33,296.13,13.78,58.39,27.02,15.78,11.24,9.95,439.1
992.36,22.51,296.31,13.24,55.77,27.32,15.23,12.08,9.6,430.7
992.47,23.18,296.97,13.06,52.93,28.45,15.06,13.39,9.49,423.9
992.52,23.2,296.99,13.34,53.85,28.48,15.34,13.14,9.67,424.0
992.66,22.96,296.73,14.08,57.33,28.07,16.09,11.98,10.15,424.9
992.85,22.49,296.25,14.46,60.44,27.28,16.49,10.79,10.4,426.2
993.1,22.06,295.8,13.53,58.4,26.58,15.52,11.06,9.78,424.2
993.34,21.75,295.46,12.8,56.74,26.08,14.8,11.28,9.32,422.3
993.52,21.47,295.17,12.69,57.31,25.64,14.69,10.94,9.25,423.2
993.74,21.17,294.85,12.88,59.12,25.17,14.88,10.29,9.37,423.5
993.98,20.87,294.53,13.17,61.36,24.71,15.16,9.55,9.54,424.2
994.21,20.66,294.3,13.33,62.83,24.39,15.33,9.07,9.65,423.2
994.27,20.49,294.12,13.6,64.63,24.14,15.6,8.54,9.82,422.1
994.38,20.3,293.92,13.9,66.65,23.86,15.9,7.96,10.01,421.3
994.5,20.07,293.68,14.12,68.58,23.52,16.13,7.39,10.15,420.7
994.63,19.94,293.54,14.26,69.79,23.33,16.28,7.05,10.25,419.6
994.79,19.83,293.42,14.39,70.84,23.17,16.42,6.76,10.33,418.8
995.0,19.73,293.3,14.3,70.86,23.03,16.32,6.71,10.27,417.1
995.16,19.6,293.16,14.22,71.1,22.85,16.24,6.6,10.22,415.3
995.29,19.49,293.04,14.22,71.55,22.69,16.24,6.46,10.21,413.8
995.39,19.43,292.97,14.25,71.97,22.61,16.27,6.34,10.23,413.3
995.49,19.36,292.89,14.27,72.37,22.51,16.29,6.22,10.24,414.9
995.6,19.32,292.84,14.3,72.68,22.45,16.32,6.13,10.26,414.4
995.66,19.2,292.71,14.28,73.17,22.28,16.31,5.98,10.25,413.1
995.73,19.05,292.56,14.24,73.63,22.08,16.26,5.82,10.22,411.1
995.87,18.79,292.29,14.13,74.3,21.72,16.14,5.58,10.14,408.7
995.94,18.58,292.07,14.06,74.98,21.44,16.07,5.36,10.1,407.9
996.07,18.45,291.93,14.03,75.42,21.26,16.04,5.23,10.08,407.4
996.07,18.42,291.9,14.02,75.5,21.22,16.02,5.2,10.07,406.8
996.01,18.14,291.62,13.95,76.53,20.85,15.96,4.89,10.03,405.2
996.09,17.89,291.37,13.97,77.81,20.53,15.97,4.56,10.04,405.2
996.22,17.74,291.21,13.98,78.6,20.34,15.98,4.35,10.04,404.8
996.23,17.55,291.01,14.0,79.66,20.09,16.01,4.09,10.06,404.2
996.28,17.35,290.81,14.02,80.8,19.84,16.03,3.81,10.07,403.9
996.36,17.14,290.59,14.01,81.8,19.58,16.02,3.56,10.06,404.0
996.35,16.99,290.44,13.99,82.5,19.39,16.0,3.39,10.05,404.5
996.39,16.82,290.27,13.99,83.4,19.19,16.0,3.18,10.05,404.5
996.45,16.67,290.11,13.98,84.1,19.0,15.98,3.02,10.04,405.3
996.58,16.52,289.95,13.96,84.8,18.82,15.96,2.86,10.02,405.9
996.69,16.38,289.81,13.87,85.1,18.66,15.88,2.78,9.97,406.1
996.74,16.23,289.65,13.71,85.0,18.48,15.71,2.77,9.86,406.2
996.81,16.14,289.55,13.53,84.5,18.37,15.53,2.85,9.75,406.9
996.84,16.02,289.43,13.41,84.5,18.23,15.41,2.83,9.67,408.3
996.87,15.74,289.15,13.21,84.9,17.91,15.21,2.7,9.54,409.1
996.87,15.45,288.86,13.05,85.6,17.58,15.05,2.53,9.44,409.6
996.95,15.27,288.67,12.91,85.8,17.38,14.91,2.47,9.36,410.1
997.06,15.1,288.49,12.55,84.7,17.19,14.56,2.63,9.13,410.0
997.1,14.83,288.22,12.3,84.8,16.89,14.32,2.57,8.98,409.6
997.17,14.63,288.01,12.09,84.7,16.68,14.12,2.55,8.86,409.5
997.37,14.59,287.96,12.01,84.5,16.63,14.05,2.58,8.81,410.0
997.48,14.51,287.87,11.83,83.9,16.55,13.88,2.66,8.7,410.1
997.48,14.4,287.76,11.68,83.7,16.43,13.75,2.68,8.62,409.9
997.62,14.35,287.7,11.58,83.4,16.38,13.66,2.72,8.56,409.9
997.77,14.17,287.5,11.37,83.2,16.19,13.47,2.72,8.44,409.0
997.96,13.99,287.31,11.21,83.3,16.0,13.33,2.67,8.35,408.6
998.04,13.87,287.18,11.02,82.9,15.87,13.16,2.71,8.24,408.6
998.14,13.75,287.05,10.79,82.3,15.75,12.96,2.79,8.12,408.7
998.26,13.59,286.88,10.67,82.5,15.59,12.86,2.73,8.05,409.0
998.39,13.51,286.79,10.54,82.2,15.51,12.75,2.76,7.98,409.2
998.57,13.39,286.66,10.48,82.5,15.39,12.69,2.69,7.94,409.5
998.68,13.3,286.56,10.48,83.0,15.3,12.7,2.6,7.94,409.8
998.9,13.31,286.55,10.45,82.8,15.31,12.67,2.63,7.93,410.6
999.04,13.14,286.37,10.21,82.4,15.14,12.47,2.66,7.8,409.8
999.1,12.92,286.14,9.96,82.2,14.92,12.26,2.66,7.67,407.9
999.2,12.68,285.9,9.82,82.7,14.69,12.15,2.54,7.6,407.0
999.42,12.58,285.78,9.85,83.4,14.59,12.17,2.42,7.61,407.4
999.57,12.55,285.74,9.75,83.0,14.56,12.09,2.48,7.56,407.8
999.72,12.37,285.54,9.55,82.9,14.39,11.93,2.46,7.46,407.9
999.89,12.25,285.41,9.27,82.0,14.28,11.71,2.57,7.32,406.7
999.91,12.18,285.34,9.21,82.0,14.21,11.65,2.56,7.28,407.2
1000.06,12.21,285.35,9.25,82.1,14.24,11.69,2.55,7.3,407.1
1000.25,12.32,285.45,9.29,81.7,14.34,11.72,2.62,7.32,407.5
1000.38,12.7,285.82,9.28,79.64,14.71,11.71,2.99,7.31,407.4
1000.52,12.77,285.88,9.19,78.8,14.77,11.64,3.13,7.27,407.9
1000.65,13.16,286.26,9.13,76.51,15.16,11.6,3.56,7.24,407.9
1000.71,13.17,286.26,9.14,76.5,15.17,11.6,3.56,7.24,407.7
1000.72,13.05,286.14,9.01,76.45,15.05,11.5,3.54,7.18,406.4
1000.79,13.31,286.4,9.01,75.15,15.31,11.5,3.8,7.18,406.2
1000.84,13.75,286.83,8.98,72.86,15.75,11.48,4.27,7.16,406.2
1000.82,13.99,287.07,8.55,69.66,16.0,11.14,4.85,6.96,408.1
1000.92,14.05,287.12,8.58,69.55,16.06,11.17,4.89,6.97,407.3
1000.96,14.33,287.4,8.86,69.62,16.35,11.39,4.97,7.11,407.1
1000.95,14.56,287.63,9.04,69.43,16.6,11.53,5.07,7.19,408.1
1000.96,14.9,287.97,8.79,66.79,16.97,11.33,5.64,7.07,407.9
1000.9,14.54,287.62,8.89,68.82,16.58,11.41,5.17,7.12,408.2
1000.85,14.3,287.38,8.56,68.32,16.32,11.15,5.17,6.96,409.2
1000.82,14.58,287.66,8.47,66.7,16.62,11.09,5.54,6.92,408.1
1000.84,14.71,287.79,8.45,66.07,16.76,11.07,5.69,6.91,408.3
1000.76,14.82,287.91,8.39,65.33,16.88,11.03,5.85,6.88,406.9
1000.71,15.34,288.43,8.12,62.01,17.46,10.82,6.63,6.76,406.0
1000.7,15.34,288.43,8.02,61.62,17.46,10.76,6.7,6.71,406.7
1000.72,15.29,288.38,8.24,62.74,17.4,10.92,6.48,6.81,407.3
1000.79,15.23,288.31,8.47,63.98,17.33,11.09,6.24,6.92,406.0
1000.85,15.57,288.65,8.47,62.57,17.72,11.08,6.63,6.92,405.9
1000.95,15.63,288.7,8.26,61.48,17.78,10.93,6.85,6.82,406.3
1000.95,15.62,288.69,8.12,60.92,17.77,10.83,6.95,6.76,406.1
1000.91,15.76,288.83,8.13,60.42,17.93,10.83,7.1,6.76,405.0
1000.86,15.94,289.02,7.94,58.96,18.14,10.7,7.44,6.67,404.9
1000.84,16.6,289.68,8.06,56.98,18.92,10.78,8.14,6.73,405.3
1000.8,16.52,289.6,8.16,57.67,18.82,10.86,7.97,6.77,405.5
1000.78,16.25,289.34,7.82,57.34,18.5,10.61,7.89,6.62,405.2
1000.8,16.36,289.44,7.62,56.14,18.63,10.46,8.17,6.53,405.8
1000.82,16.56,289.64,7.44,54.78,18.87,10.34,8.53,6.45,405.4
1000.8,16.95,290.03,7.51,53.69,19.35,10.39,8.96,6.48,404.6
1000.74,17.03,290.12,7.34,52.79,19.44,10.26,9.18,6.4,405.1
1000.74,16.99,290.08,7.09,52.02,19.39,10.09,9.31,6.29,405.1
1000.7,17.3,290.39,6.99,50.65,19.78,10.02,9.76,6.25,404.1
1000.64,17.56,290.66,7.17,50.45,20.11,10.14,9.96,6.33,403.6
1000.58,17.24,290.34,6.67,49.74,19.7,9.8,9.9,6.12,404.2
1000.43,17.27,290.38,6.78,50.03,19.74,9.88,9.86,6.16,404.4
1000.42,17.25,290.37,6.87,50.39,19.72,9.94,9.78,6.2,404.3
1000.34,17.55,290.67,6.77,49.12,20.09,9.87,10.22,6.16,403.4
1000.38,17.47,290.59,6.87,49.71,19.99,9.94,10.05,6.2,403.4
1000.33,17.6,290.72,6.54,48.21,20.16,9.72,10.44,6.06,403.2
1000.35,17.75,290.87,6.27,46.87,20.35,9.54,10.81,5.95,403.3
1000.34,17.68,290.8,6.12,46.58,20.26,9.44,10.82,5.89,403.3
1000.35,17.87,290.99,6.3,46.6,20.5,9.55,10.95,5.96,403.2
1000.34,17.95,291.07,6.42,46.76,20.61,9.64,10.97,6.01,403.1
1000.4,17.45,290.57,6.13,47.3,19.97,9.44,10.52,5.89,403.2
1000.44,17.47,290.58,6.18,47.41,19.99,9.48,10.51,5.91,402.9
1000.44,17.74,290.85,6.44,47.45,20.34,9.65,10.69,6.02,403.4
1000.54,17.56,290.67,6.4,47.85,20.11,9.62,10.49,6.0,403.8
1000.53,17.35,290.46,6.32,48.21,19.84,9.57,10.28,5.97,403.9
1000.57,17.23,290.33,6.31,48.56,19.69,9.56,10.13,5.97,403.8
1000.52,17.14,290.25,6.0,47.79,19.58,9.36,10.22,5.84,403.8
1000.54,17.0,290.11,6.01,48.27,19.41,9.37,10.04,5.84,404.0
1000.56,16.9,290.0,6.14,49.0,19.28,9.45,9.83,5.9,403.9
1000.61,16.75,289.85,6.06,49.21,19.1,9.4,9.7,5.86,403.9
1000.75,16.55,289.64,6.02,49.69,18.86,9.37,9.49,5.85,404.5
1000.81,16.48,289.56,5.92,49.58,18.78,9.31,9.47,5.81,405.0
1000.94,16.28,289.35,5.99,50.45,18.54,9.35,9.19,5.83,405.6
1001.04,16.02,289.08,5.89,50.94,18.23,9.29,8.95,5.79,405.5
1001.15,15.87,288.93,5.78,51.03,18.06,9.22,8.84,5.75,406.7
1001.12,15.71,288.77,5.46,50.43,17.88,9.01,8.86,5.62,406.7
1001.04,15.5,288.56,5.26,50.4,17.64,8.89,8.75,5.54,406.9
1001.05,15.42,288.48,5.08,50.02,17.55,8.78,8.77,5.47,406.3
1001.03,15.28,288.34,5.0,50.19,17.39,8.73,8.66,5.44,406.8
1001.07,15.11,288.17,5.02,50.83,17.2,8.74,8.46,5.45,407.8
1001.15,14.82,287.88,5.13,52.19,16.88,8.81,8.07,5.49,409.4
1001.14,14.67,287.73,5.02,52.28,16.72,8.74,7.98,5.45,409.9
1001.21,14.5,287.55,4.94,52.56,16.54,8.69,7.84,5.42,410.0
1001.29,14.25,287.29,4.92,53.35,16.27,8.68,7.59,5.41,411.4
1001.37,14.24,287.28,4.42,51.56,16.26,8.38,7.88,5.22,409.3
1001.47,14.14,287.17,4.46,52.01,16.15,8.4,7.75,5.24,409.8
1001.47,13.99,287.02,4.27,51.85,16.0,8.3,7.7,5.17,408.9
1001.56,13.88,286.9,4.18,51.88,15.88,8.24,7.64,5.13,408.8
1001.65,13.74,286.76,4.26,52.65,15.74,8.29,7.45,5.16,409.6
1001.76,13.58,286.59,4.35,53.55,15.58,8.34,7.24,5.2,410.5
1001.85,13.4,286.4,4.33,54.11,15.4,8.33,7.06,5.19,410.3
1001.82,13.25,286.25,4.33,54.61,15.25,8.33,6.92,5.19,410.8
1001.93,13.2,286.19,4.34,54.86,15.2,8.34,6.86,5.19,411.1
1002.02,13.08,286.06,4.4,55.53,15.08,8.37,6.7,5.21,411.9
1002.03,12.44,285.42,4.78,59.46,14.46,8.6,5.86,5.35,417.0
1002.06,12.06,285.04,4.89,61.43,14.1,8.66,5.44,5.39,417.8
1002.03,11.96,284.94,4.67,60.88,14.01,8.53,5.48,5.31,415.9
1002.0,11.63,284.62,4.97,63.56,13.7,8.71,4.99,5.43,420.0
1002.0,11.43,284.42,4.79,63.6,13.52,8.6,4.92,5.36,417.6
1002.0,11.25,284.24,5.12,65.86,13.36,8.8,4.56,5.48,424.2
1001.96,10.79,283.78,5.25,68.53,12.96,8.88,4.08,5.53,425.4
1001.94,10.62,283.61,4.98,68.03,12.81,8.72,4.1,5.43,421.2
1001.93,10.54,283.53,5.07,68.8,12.75,8.77,3.98,5.46,422.8
1001.91,10.11,283.11,5.29,71.91,12.38,8.91,3.48,5.55,426.8
1001.82,10.1,283.1,5.08,70.94,12.38,8.78,3.6,5.47,423.3
1001.77,9.89,282.9,5.01,71.56,12.2,8.73,3.47,5.44,422.6
1001.69,9.77,282.78,5.1,72.59,12.11,8.79,3.32,5.47,424.5
1001.77,9.51,282.52,5.11,73.95,11.9,8.8,3.1,5.48,423.8
1001.77,9.34,282.35,5.16,75.06,11.76,8.83,2.93,5.5,424.1
1001.82,9.23,282.23,5.12,75.43,11.67,8.8,2.87,5.48,424.0
1001.84,9.03,282.03,5.13,76.5,11.52,8.81,2.71,5.49,425.3
1001.77,8.95,281.96,4.95,75.96,11.45,8.7,2.75,5.42,422.9
1001.68,9.08,282.09,5.05,75.82,11.56,8.76,2.79,5.46,425.6
1001.67,9.05,282.07,4.95,75.41,11.53,8.7,2.84,5.42,423.2
1001.74,9.42,282.43,4.6,71.8,11.82,8.49,3.33,5.29,419.4
1001.8,8.74,281.75,4.91,76.81,11.29,8.67,2.62,5.4,427.4
1001.8,8.7,281.71,4.64,75.58,11.26,8.51,2.75,5.3,421.3
1001.73,9.08,282.09,4.51,72.98,11.56,8.43,3.12,5.25,419.1
1001.57,9.87,282.89,4.37,68.55,12.19,8.35,3.83,5.2,416.5
1001.46,9.99,283.02,4.4,68.12,12.29,8.37,3.92,5.21,417.1
1001.49,9.75,282.78,4.41,69.27,12.09,8.37,3.72,5.22,417.1
1001.38,9.79,282.83,4.41,69.1,12.12,8.38,3.75,5.22,418.5
1001.25,9.82,282.87,4.44,69.11,12.15,8.39,3.75,5.23,419.1
1001.17,9.2,282.26,4.56,72.66,11.65,8.46,3.18,5.28,421.8
1001.13,8.65,281.71,4.71,76.19,11.22,8.55,2.67,5.33,425.6
1001.13,8.11,281.17,4.86,79.89,10.82,8.64,2.18,5.39,431.4
1001.15,7.63,280.69,4.82,82.3,10.47,8.62,1.85,5.37,434.1
1001.16,7.26,280.31,4.74,84.0,10.21,8.57,1.63,5.34,434.8
1001.19,7.04,280.09,4.8,85.6,10.05,8.61,1.45,5.36,438.0
1001.23,7.0,280.06,4.8,85.8,10.03,8.61,1.42,5.36,438.5
1001.27,6.94,279.99,4.8,86.2,9.98,8.61,1.38,5.36,438.0
1001.33,6.87,279.91,4.77,86.4,9.94,8.59,1.35,5.35,438.0
1001.26,6.91,279.96,4.66,85.5,9.97,8.52,1.45,5.31,431.6
1001.24,7.0,280.05,4.71,85.3,10.03,8.55,1.47,5.33,434.3
1001.25,6.75,279.8,4.76,87.1,9.85,8.58,1.27,5.35,439.8
1001.32,6.81,279.85,4.73,86.6,9.89,8.57,1.33,5.34,434.1
1001.32,6.73,279.78,4.76,87.2,9.84,8.58,1.26,5.35,441.8
1001.32,6.36,279.41,4.54,88.1,9.6,8.45,1.14,5.27,430.3
1001.3,6.12,279.17,4.47,89.1,9.44,8.41,1.03,5.24,433.1
1001.27,5.86,278.9,4.44,90.6,9.27,8.39,0.87,5.23,433.9
1001.38,5.71,278.75,4.45,91.6,9.17,8.4,0.77,5.23,434.6
1001.44,5.85,278.88,4.61,91.7,9.26,8.49,0.77,5.29,439.0
1001.46,5.79,278.83,4.63,92.2,9.22,8.51,0.72,5.3,449.9
1001.43,5.61,278.65,4.48,92.4,9.11,8.42,0.69,5.24,442.6
1001.5,5.8,278.83,4.53,91.5,9.23,8.44,0.78,5.26,436.9
1001.52,6.15,279.17,4.51,89.2,9.45,8.43,1.02,5.25,443.1
1001.57,6.44,279.46,4.34,86.4,9.65,8.33,1.31,5.19,445.2
1001.64,6.09,279.1,4.37,88.7,9.41,8.35,1.06,5.2,445.4
1001.69,6.49,279.51,4.54,87.3,9.68,8.45,1.23,5.27,441.0
1001.75,7.22,280.23,4.72,84.1,10.18,8.56,1.62,5.33,444.8
1001.75,7.85,280.86,4.89,81.5,10.63,8.66,1.97,5.4,450.6
1001.78,8.72,281.73,5.05,77.66,11.28,8.76,2.52,5.46,454.1
1001.81,9.58,282.58,5.23,74.2,11.95,8.87,3.08,5.52,460.2
1001.87,10.11,283.11,5.41,72.51,12.38,8.98,3.4,5.59,466.3
1001.9,10.36,283.36,5.51,71.8,12.59,9.04,3.55,5.63,469.4
1001.92,10.52,283.51,5.65,71.75,12.73,9.13,3.6,5.69,468.9
1001.95,11.01,284.0,5.67,69.53,13.15,9.14,4.01,5.7,463.5
1002.04,11.34,284.32,5.91,69.18,13.44,9.3,4.14,5.79,458.2
1002.08,11.46,284.44,6.06,69.34,13.55,9.4,4.15,5.85,452.0
1002.15,11.68,284.66,6.03,68.22,13.75,9.38,4.37,5.84,447.1
1002.23,11.71,284.68,6.05,68.16,13.78,9.39,4.39,5.85,441.7
1002.25,11.69,284.66,6.1,68.47,13.76,9.42,4.34,5.87,437.6
1002.25,11.93,284.9,6.19,67.81,13.98,9.48,4.5,5.9,434.5
1002.31,12.33,285.29,6.21,66.18,14.35,9.5,4.85,5.92,431.8
1002.34,12.43,285.39,6.17,65.55,14.45,9.47,4.98,5.9,427.9
1002.34,12.88,285.84,6.41,64.71,14.88,9.63,5.25,6.0,425.4
1002.29,13.3,286.26,6.55,63.56,15.3,9.72,5.57,6.06,422.1
1002.19,13.9,286.87,6.93,62.75,15.9,9.98,5.92,6.22,419.2
1002.11,14.36,287.34,6.72,60.02,16.39,9.84,6.55,6.13,414.1
1001.98,14.54,287.53,6.56,58.66,16.58,9.73,6.85,6.06,410.9
1001.87,14.9,287.9,6.46,56.93,16.97,9.66,7.31,6.02,408.2
1001.78,15.56,288.56,6.14,53.39,17.7,9.45,8.25,5.89,405.8
1001.77,16.08,289.08,4.73,46.8,18.3,8.57,9.74,5.34,401.8
1001.67,16.38,289.39,4.5,45.16,18.66,8.43,10.23,5.25,401.9
1001.57,16.53,289.55,4.42,44.5,18.84,8.38,10.45,5.22,402.4
1001.55,16.59,289.61,4.16,43.51,18.91,8.23,10.68,5.13,403.8
1001.49,16.82,289.85,4.55,44.07,19.19,8.46,10.73,5.27,403.7
1001.33,17.05,290.09,4.48,43.22,19.47,8.41,11.05,5.24,403.3
1001.22,17.38,290.43,4.61,42.73,19.88,8.49,11.38,5.29,404.4
1001.13,17.54,290.6,4.61,42.31,20.08,8.5,11.58,5.3,404.0
1001.07,17.72,290.78,4.75,42.24,20.31,8.58,11.73,5.35,404.3
1000.98,17.64,290.71,4.81,42.62,20.21,8.61,11.6,5.37,403.7
1000.9,17.79,290.87,4.59,41.59,20.4,8.48,11.92,5.29,403.1
1000.78,18.02,291.11,4.75,41.45,20.7,8.58,12.12,5.35,403.1
1000.6,18.23,291.33,4.77,40.96,20.97,8.59,12.38,5.36,402.1
1000.53,18.43,291.54,4.57,39.89,21.24,8.47,12.77,5.28,401.4
1000.39,18.58,291.7,4.24,38.61,21.44,8.28,13.16,5.16,400.5
1000.32,18.84,291.96,4.33,38.22,21.79,8.33,13.46,5.19,399.5
1000.31,19.17,292.29,4.26,37.25,22.24,8.29,13.96,5.17,399.3
1000.09,19.37,292.51,4.2,36.65,22.52,8.25,14.27,5.15,399.6
1000.03,19.31,292.46,4.4,37.3,22.44,8.37,14.07,5.22,399.3
999.97,19.45,292.6,4.04,36.04,22.63,8.16,14.48,5.09,399.1
999.85,19.55,292.71,4.17,36.17,22.78,8.24,14.54,5.14,398.6
999.84,19.59,292.75,4.15,36.01,22.83,8.22,14.61,5.13,398.7
999.76,19.57,292.74,4.48,36.91,22.8,8.42,14.39,5.25,398.3
999.65,19.99,293.17,4.16,35.15,23.41,8.23,15.18,5.13,398.5
999.58,20.36,293.55,4.26,34.6,23.95,8.29,15.66,5.17,399.0
999.5,20.12,293.31,4.23,35.05,23.59,8.27,15.32,5.16,398.5
999.34,20.02,293.23,4.3,35.45,23.45,8.31,15.14,5.19,398.1
999.25,20.2,293.41,4.1,34.56,23.71,8.19,15.52,5.12,398.1
999.16,20.4,293.62,4.21,34.4,24.01,8.26,15.75,5.16,398.1
999.08,20.29,293.52,4.39,35.07,23.84,8.36,15.48,5.22,398.0
998.99,20.28,293.52,4.44,35.23,23.83,8.39,15.43,5.24,397.6
998.9,20.3,293.54,4.33,34.91,23.86,8.33,15.53,5.2,397.3
998.87,20.21,293.46,4.2,34.78,23.73,8.25,15.47,5.15,397.3
998.83,20.13,293.38,4.09,34.68,23.61,8.19,15.42,5.11,397.1
998.78,20.0,293.25,3.75,34.14,23.42,8.0,15.42,4.99,397.2
998.74,19.97,293.23,3.98,34.75,23.38,8.12,15.25,5.07,397.2
998.74,19.84,293.1,3.83,34.66,23.19,8.04,15.15,5.02,397.5
998.73,19.73,292.99,3.87,35.0,23.03,8.06,14.97,5.04,397.7
998.69,19.59,292.85,4.0,35.63,22.83,8.14,14.7,5.08,397.9
998.61,19.47,292.74,4.07,36.09,22.66,8.18,14.48,5.11,398.2
998.6,19.18,292.45,4.14,36.93,22.26,8.22,14.04,5.14,398.7
998.61,18.81,292.08,4.28,38.15,21.75,8.3,13.45,5.18,399.4
998.63,18.59,291.85,4.27,38.65,21.45,8.29,13.16,5.18,399.9
998.63,18.38,291.64,4.38,39.49,21.17,8.36,12.81,5.22,400.5
998.59,18.02,291.29,4.53,40.81,20.7,8.45,12.25,5.28,401.7
998.59,17.74,291.01,4.57,41.64,20.34,8.47,11.87,5.29,402.6
998.61,17.43,290.7,4.63,42.64,19.94,8.5,11.44,5.31,403.4
998.6,17.11,290.38,4.62,43.48,19.54,8.5,11.05,5.31,404.0
998.58,16.84,290.11,4.55,44.02,19.21,8.46,10.75,5.28,404.2
998.63,16.46,289.72,4.66,45.45,18.75,8.52,10.23,5.33,406.3
998.66,16.25,289.51,4.51,45.58,18.5,8.43,10.07,5.27,407.3
998.7,16.14,289.4,4.29,45.19,18.37,8.3,10.07,5.19,407.0
998.73,16.0,289.26,3.99,44.66,18.21,8.13,10.08,5.08,406.9
998.76,15.96,289.21,3.77,44.07,18.16,8.0,10.16,5.0,407.0
998.82,15.99,289.24,3.65,43.62,18.2,7.94,10.26,4.96,407.2
998.84,16.02,289.27,3.58,43.31,18.23,7.9,10.34,4.93,407.0
998.86,15.96,289.2,3.61,43.57,18.16,7.91,10.25,4.94,407.5
998.82,15.8,289.05,3.67,44.22,17.98,7.95,10.03,4.97,408.2
998.79,15.61,288.86,3.58,44.48,17.76,7.9,9.86,4.93,407.5
998.77,15.38,288.63,3.66,45.4,17.5,7.95,9.56,4.96,408.4
998.72,15.03,288.29,3.67,46.47,17.11,7.95,9.16,4.97,408.6
998.68,14.8,288.06,3.69,47.22,16.86,7.96,8.9,4.97,409.6
998.74,14.25,287.5,3.79,49.27,16.27,8.02,8.25,5.01,410.7
998.72,14.11,287.37,3.62,49.12,16.12,7.92,8.2,4.95,409.6
998.66,14.2,287.46,3.65,48.96,16.22,7.94,8.28,4.96,410.4
998.65,14.29,287.55,3.58,48.44,16.31,7.9,8.41,4.94,409.9
998.68,13.88,287.14,3.68,50.08,15.88,7.95,7.93,4.97,410.5
998.67,13.54,286.8,3.61,50.94,15.54,7.91,7.62,4.94,410.3
998.66,13.39,286.65,3.57,51.3,15.39,7.89,7.49,4.93,410.4
998.56,13.24,286.51,3.67,52.19,15.24,7.95,7.28,4.97,411.9
998.48,12.79,286.06,3.96,54.85,14.79,8.11,6.68,5.07,414.9
998.45,12.05,285.33,4.57,60.12,14.09,8.47,5.62,5.29,422.6
998.38,11.6,284.88,4.51,61.65,13.68,8.43,5.25,5.27,422.7
998.35,11.37,284.65,4.05,60.64,13.47,8.17,5.3,5.1,418.3
998.35,11.25,284.53,4.04,61.08,13.36,8.16,5.2,5.1,418.4
998.29,10.76,284.05,4.5,65.16,12.93,8.43,4.51,5.27,424.4
998.24,10.38,283.67,4.55,67.06,12.61,8.46,4.15,5.29,425.5
998.21,10.18,283.48,4.3,66.78,12.44,8.31,4.13,5.19,422.5
998.2,10.19,283.49,4.13,65.95,12.45,8.21,4.24,5.13,421.0
998.16,10.2,283.5,4.48,67.53,12.46,8.41,4.05,5.26,427.5
998.09,10.01,283.31,4.61,69.02,12.3,8.49,3.81,5.31,429.0
998.09,9.62,282.92,4.66,71.14,11.98,8.53,3.46,5.33,431.2
998.06,9.37,282.68,4.63,72.17,11.78,8.5,3.28,5.32,429.7
